Chemicals,Chemical_Count,PharmGKB_ID,RS_ID,Chromosome,Postion,Gene,Annotation_ID,Level_of_Evidence,Types,Phenotypes,OMB_Races,Unknown_Race,Mixed_Population
PA143485705:antiepileptics,1,PA166158798,rs16935279,chr8,69873452,,1448098381,3,pk,PA447215:Psychotic Disorders; PA447216:Schizophrenia,white,,
PA449015:citalopram,1,PA166135070,rs16965962,chr13,105807023,,1183630676,3,toxicity,"PA447321:Depressive Disorder, Major",,,1
PA448082:alendronate;PA164712563:Bisphosphonates;PA164712582:calcium;PA10239:clodronate;PA449548:etidronic acid;PA451221:raloxifene,6,PA166134359,rs1544410,chr12,48239835,VDR,981419053,3,efficacy,PA445172:Osteitis Deformans; PA445190:Osteoporosis,white,,
PA164749390:peginterferon alfa-2a;PA451241:ribavirin,2,PA166135749,rs1544410,chr12,48239835,VDR,1444700872,3,toxicity,PA444445:Hepatitis C,,1,
PA450496:midazolam,1,PA166159004,rs1544410,chr12,48239835,VDR,1448100782,4,pk,,white,,
PA164754789:conjugated estrogens;PA450344:medroxyprogesterone,2,PA166152781,rs1544410,chr12,48239835,VDR,1447962625,3,efficacy,,white,,
"PA164712462:Antiinflammatory agents, non-steroids;PA448497:aspirin",2,PA166158752,rs16973225,chr15,82229999,,1448097827,3,other,PA446108:Colorectal Neoplasms,white,,
PA451089:pravastatin,1,PA166134909,rs16944,chr2,113594867,IL1B,1444705349,3,efficacy,,,1,
PA450180:lansoprazole;PA450704:omeprazole;PA451216:rabeprazole,3,PA166135294,rs16944,chr2,113594867,IL1B,1183680433,3,efficacy,PA166048740:Helicobacter Infections,,,1
PA164712563:Bisphosphonates;PA10239:clodronate;PA449548:etidronic acid;PA451255:risedronate;PA451688:tiludronate,5,PA166134361,rs16944,chr2,113594867,IL1B,981418908,3,efficacy,PA445172:Osteitis Deformans,white,,
PA452233:antipsychotics,1,PA166135884,rs16944,chr2,113594867,IL1B,1446897176,3,toxicity,PA447216:Schizophrenia,,,1
PA449165:cyclophosphamide;PA449177:cytarabine;PA449212:daunorubicin;PA449247:dexamethasone;PA449412:doxorubicin;PA450428:methotrexate;PA164760860:pegaspargase;PA451100:prednisone;PA451663:thioguanine;PA451879:vincristine,10,PA166158844,rs17021408,chr1,213943238,,1448098798,3,toxicity,PA445187:Osteonecrosis; PA446155:Precursor Cell Lymphoblastic Leukemia-Lymphoma,,,1
PA450428:methotrexate,1,PA166135767,rs1703794,chr15,99613173,,1444703105,3,efficacy,"PA443434:Arthritis, Rheumatoid",asian,,
PA164712563:Bisphosphonates,1,PA166135291,rs17024608,chr3,29954690,RBMS3,1183679857,3,efficacy,PA445187:Osteonecrosis,white,,
PA449748:gemcitabine,1,PA166135768,rs1705772,chr12,34174756,ALG10,1444703112,3,toxicity,,asian,,
PA450657:nortriptyline,1,PA166135290,rs17060812,chr8,22228828,SLC39A14,1183679852,3,efficacy,PA447278:Depression,white,,
PA450243:lithium,1,PA166152955,rs16973410,chr18,38029873,,1447980758,3,efficacy,PA447199:Bipolar Disorder,,1,
PA452621:antineoplastic agents,1,PA166135289,rs17091162,chr14,95089232,SERPINA3,1183679847,3,efficacy,PA445218:Pancreatic Neoplasms,,,1
PA128406956:fluorouracil,1,PA166136444,rs17109924,chr12,71977787,LGR5,1446903315,3,efficacy,PA443756:Colonic Neoplasms,,1,
PA449563:exemestane,1,PA166135476,rs16964189,chr15,51494237,,1183863784,3,toxicity,PA443560:Breast Neoplasms,,1,
PA449015:citalopram,1,PA166135069,rs17135437,chr7,101115994,COL26A1,1183614695,3,toxicity,"PA447321:Depressive Disorder, Major",,,1
PA451906:warfarin,1,PA166160030,rs17126068,chr14,53499897,DDHD1,1448257268,3,dosage,,,,1
PA449841:haloperidol,1,PA166136394,rs17143212,chr7,20682884,ABCB5,1445402206,3,toxicity,PA447215:Psychotic Disorders,,1,
PA448771:capecitabine;PA128406956:fluorouracil,2,PA166135686,rs17160359,chr7,87346819,ABCB1,1444667320,4,efficacy,PA445058:Neoplasm Metastasis,asian,,
PA448500:atorvastatin,1,PA166134962,rs17161788,chr7,99245909,CYP3A5,1183491193,3,efficacy,PA444516:Hypercholesterolemia,,,
PA450401:methadone,1,PA166159975,rs17180299,chr9,82944202,,1448256739,3,pk,PA445043:Opioid-Related Disorders,asian,,
PA448771:capecitabine;PA128406956:fluorouracil,2,PA166136491,rs17179108,chr6,29798642,HLA-G,1447680049,3,efficacy,PA446108:Colorectal Neoplasms,white,,
PA164712720:Drugs used in nicotine dependence,1,PA166134568,rs16969968,chr15,78590583,CHRNA5,1448107598,3,efficacy,PA445876:Tobacco Use Disorder,,1,
PA450626:nicotine,1,PA166134570,rs16969968,chr15,78882924,CHRNA5,981204923,3,toxicity,PA445876:Tobacco Use Disorder,,,1
PA166114414:cotinine,1,PA166153169,rs16969968,chr15,78590583,CHRNA5,1448101131,3,pk,PA445876:Tobacco Use Disorder,white,,
PA164712950:Opium alkaloids and derivatives,1,PA166159035,rs16969968,chr15,78590583,CHRNA5,1448101161,3,toxicity,PA445208:Pain,,1,
PA448073:ethanol,1,PA166159193,rs16969968,chr15,78590583,CHRNA5,1448106826,3,other,PA443309:Alcoholism,white,,
PA133950441:hmg coa reductase inhibitors;PA451363:simvastatin,2,PA166135276,rs1719247,chr15,45620985,,1183679130,2B,toxicity,,white,,
PA143485705:antiepileptics;PA448785:carbamazepine;PA450911:phenobarbital;PA450947:phenytoin;PA451846:valproic acid,5,PA166135061,rs17183814,chr2,166152389,SCN2A,1184999873,3,efficacy,PA444065:Epilepsy,asian,,
PA449719:furosemide,1,PA166161199,rs17268282,chr13,95925314,ABCC4,1448424044,3,efficacy,PA444370:Heart Failure,,,1
PA10204:tenofovir,1,PA166134580,rs17222723,chr10,101595995,ABCC2,981237699,3,toxicity,PA447230:HIV,,,1
PA449412:doxorubicin,1,PA166134298,rs17222723,chr10,101595996,ABCC2,981419016,3,toxicity,"PA443421:Arrhythmias, Cardiac; PA443937:Drug Toxicity; PA444845:Lymphoma, Non-Hodgkin",white,,
PA130620651:anthracyclines and related substances,1,PA166135288,rs1736557,chr1,171080080,FMO3,1448109550,3,toxicity,PA445062:Neoplasms,,,1
PA134308647:rosuvastatin,1,PA166136299,rs1736557,chr1,171080080,FMO3,1444703120,3,efficacy,,asian,,
PA133950441:hmg coa reductase inhibitors;PA451089:pravastatin;PA451363:simvastatin,3,PA166134138,rs17244841,chr5,75347030,HMGCR,1446905266,2A,efficacy,,,,1
PA451363:simvastatin,1,PA166134982,rs17244841,chr5,74642855,HMGCR,1183491745,3,efficacy,,,1,
PA451089:pravastatin,1,PA166134983,rs17244841,chr5,74642855,HMGCR,1183491766,3,efficacy,,,,1
PA448803:carboplatin;PA449014:cisplatin;PA449383:docetaxel;PA449748:gemcitabine;PA450761:paclitaxel,5,PA166152683,rs17309872,chr20,33515788,ACSS2,1447960384,3,efficacy,"PA443622:Carcinoma, Non-Small-Cell Lung",,,1
PA10832:corticosteroids,1,PA166136237,rs1741981,chr1,32756439,HDAC1,1444686801,3,efficacy,PA443450:Asthma,,1,
PA450428:methotrexate,1,PA166136028,rs17421511,chr1,11857788,MTHFR,1184748878,4,efficacy,"PA443434:Arthritis, Rheumatoid",,1,
PA448771:capecitabine;PA128406956:fluorouracil,2,PA166136188,rs17431184,chr10,89720251,PTEN,1444667344,4,efficacy,PA445058:Neoplasm Metastasis,asian,,
PA449014:cisplatin;PA450085:irinotecan,2,PA166135286,rs17574269,chr6,117816128,DCBLD1,1183679832,3,efficacy,"PA446661:Carcinoma, Small Cell",asian,,
PA448771:capecitabine;PA128406956:fluorouracil,2,PA166135287,rs17376848,chr1,97915624,DPYD,1448263020,3,toxicity,PA445062:Neoplasms,,,1
PA448068:salbutamol,1,PA166152755,rs17495520,chr5,166639905,,1447961120,3,efficacy,PA443450:Asthma,,1,
PA450085:irinotecan,1,PA166162363,rs17501331,chr16,16089441,ABCC1,1448531666,3,toxicity,PA446108:Colorectal Neoplasms; PA445113:Neutropenia,,,1
PA10204:tenofovir,1,PA166134237,rs1751034,chr13,95714976,ABCC4,981418958,2B,,PA447230:HIV; PA446213:HIV Infections,white,,
PA130620651:anthracyclines and related substances,1,PA166135285,rs17583889,chr2,138746039,HNMT,1448109556,3,toxicity,PA445062:Neoplasms,,,1
PA452621:antineoplastic agents,1,PA166135284,rs1760217,chr1,97602994,DPYD,1183679822,3,efficacy,PA445218:Pancreatic Neoplasms,,,1
PA452233:antipsychotics,1,PA166158954,rs17587100,chr2,118838410,INSIG2,1448106754,3,toxicity,PA447216:Schizophrenia,,,1
PA128406956:fluorouracil;PA131285527:oxaliplatin,2,PA166135283,rs17626122,chr2,206474012,PARD3B,1183679817,3,toxicity,PA446108:Colorectal Neoplasms; PA443937:Drug Toxicity,white,,
PA450428:methotrexate,1,PA166134545,rs17602729,chr1,115236056,AMPD1,981204214,3,efficacy; toxicity,"PA443434:Arthritis, Rheumatoid",,,1
PA166129536:regadenoson,1,PA166136524,rs17602729,chr1,115236057,AMPD1,1447946217,3,toxicity,,,,1
PA448500:atorvastatin,1,PA166136517,rs17671591,chr5,74615021,HMGCR,1447946009,3,efficacy,PA444516:Hypercholesterolemia,,,1
PA130620651:anthracyclines and related substances,1,PA166159396,rs17645700,chr2,138780932,,1448109563,3,toxicity,PA445062:Neoplasms,,1,
PA448803:carboplatin;PA449014:cisplatin;PA449383:docetaxel;PA450761:paclitaxel,4,PA166152684,rs17661089,chr5,56105996,,1447960401,3,efficacy,,,,1
PA448500:atorvastatin;PA449688:fluvastatin;PA133950441:hmg coa reductase inhibitors;PA450272:lovastatin;PA451089:pravastatin;PA451363:simvastatin,6,PA166134139,rs17238540,chr5,74655498,HMGCR,1183491629,3,efficacy,,,,1
PA451089:pravastatin,1,PA166134979,rs17238540,chr5,74655498,HMGCR,1183491555,3,efficacy,,,,1
PA451363:simvastatin,1,PA166134980,rs17238540,chr5,74655498,HMGCR,1183491625,3,efficacy,,,,1
PA150595617:platinum,1,PA166134019,rs17655,chr13,103528002,ERCC5,1184348753,3,efficacy,PA445204:Ovarian Neoplasms,,1,
PA448068:salbutamol,1,PA166152754,rs17701271,chr4,142711243,,1447961113,3,efficacy,PA443450:Asthma,,1,
PA452233:antipsychotics,1,PA166136018,rs17716295,chr8,32317917,NRG1,1447944887,3,efficacy,PA447216:Schizophrenia,asian,,
PA451089:pravastatin,1,PA166134996,rs17655652,chr7,44580991,NPC1L1,1183492248,3,efficacy,PA443886:Diabetes Mellitus; PA444552:Hypertension; PA446021:Vascular Diseases,,1,
PA449061:clozapine,1,PA166135731,rs1778929,chr9,87322540,NTRK2,1444700376,3,efficacy,PA447216:Schizophrenia,white,,
PA450428:methotrexate,1,PA166134251,rs17731538,chr4,89055379,ABCG2,981418969,3,efficacy,PA445451:Psoriasis,,1,
PA450379:mercaptopurine,1,PA166158973,rs17839843,chr6,18143854,TPMT,1448100375,4,other,,white,,
PA451906:warfarin,1,PA166134157,rs17708472,chr16,31105353,VKORC1,1184996841,2A,dosage,,white,,
PA164712563:Bisphosphonates,1,PA166135282,rs17751934,chr18,49201814,MEX3C,1183679812,3,toxicity,PA445187:Osteonecrosis,white,,
PA10251:atazanavir;PA451260:ritonavir,2,PA166158741,rs17863778,chr2,234590974,UGT1A7,1448106409,3,toxicity,PA447230:HIV; PA444511:Hyperbilirubinemia,,,1
PA449686:fluticasone propionate;PA450546:montelukast,2,PA166136142,rs1786929,chr10,67679048,,1444608289,3,efficacy,PA443450:Asthma,,1,
PA10251:atazanavir;PA451260:ritonavir,2,PA166158738,rs17868323,chr2,234590970,UGT1A7,1448106403,3,toxicity,PA447230:HIV; PA444511:Hyperbilirubinemia,,,1
PA452233:antipsychotics,1,PA166135068,rs17782313,chr18,57851097,MC4R,1446899064,2B,toxicity,PA447216:Schizophrenia,,,1
PA452632:acenocoumarol,1,PA166136097,rs17878544,chr16,31107927,VKORC1,1185002374,3,dosage,,white,,
PA448492:asparaginase,1,PA166136429,rs17885382,chr6,32552095,HLA-DRB1,1446899685,3,toxicity,PA446155:Precursor Cell Lymphoblastic Leukemia-Lymphoma,,,1
PA451906:warfarin,1,PA166134726,rs17880887,chr16,31110500,VKORC1,982035486,3,dosage,,asian,,
PA449972:imiquimod,1,PA166136521,rs179008,chrX,12903659,TLR7,1447946118,3,efficacy,"PA443613:Carcinoma, Basal Cell",,1,
PA451906:warfarin,1,PA166134869,rs17886199,chr16,31104446,PRSS53; VKORC1,1043880387,3,dosage,,black,,
PA130620651:anthracyclines and related substances,1,PA166159398,rs17863783,chr2,234602277,UGT1A6,1448109583,3,toxicity,PA445062:Neoplasms,,1,
PA7000:sorafenib,1,PA166135281,rs17868320,chr2,234578428,UGT1A9,1183679807,3,toxicity,PA445062:Neoplasms,,,1
PA450566:mycophenolate mofetil,1,PA166134755,rs17868320,chr2,234578427,UGT1A9,982040689,3,efficacy,PA165817016:Kidney Transplantation,,,1
PA452639:infliximab;PA164713366:Tumor necrosis factor alpha (TNF-alpha) inhibitors,2,PA166135329,rs1799724,chr6,31542482,TNF,1448099772,3,efficacy,"PA443434:Arthritis, Rheumatoid; PA443815:Crohn Disease; PA445451:Psoriasis; PA445724:Spondylitis, Ankylosing",,,1
PA131285527:oxaliplatin;PA164713176:Platinum compounds,2,PA166134081,rs1695,chr11,67352689,GSTP1,1448568521,3,toxicity,"PA443622:Carcinoma, Non-Small-Cell Lung; PA446108:Colorectal Neoplasms; PA444257:Gastrointestinal Neoplasms; PA445204:Ovarian Neoplasms",,,1
PA164713176:Platinum compounds,1,PA166134082,rs1695,chr11,67352689,GSTP1,1448519741,2A,toxicity,PA445062:Neoplasms,,,1
PA164713176:Platinum compounds,1,PA166134083,rs1695,chr11,67352689,GSTP1,1448568526,3,efficacy,PA445062:Neoplasms,,,1
PA449165:cyclophosphamide;PA449476:epirubicin,2,PA166134598,rs1695,chr11,67352689,GSTP1,1448602254,2A,efficacy; toxicity,PA443560:Breast Neoplasms,,,1
PA128406956:fluorouracil,1,PA166134411,rs1695,chr11,67352689,GSTP1,981418921,3,toxicity,PA445503:Rectal Neoplasms,white,,
PA128406956:fluorouracil;PA131285527:oxaliplatin,2,PA166134428,rs1695,chr11,67352689,GSTP1,1448568531,2A,efficacy,,,1,
PA449014:cisplatin;PA449165:cyclophosphamide,2,PA166134589,rs1695,chr11,67352688,GSTP1,981237954,3,efficacy,PA445204:Ovarian Neoplasms,,,1
PA450428:methotrexate,1,PA166134602,rs1695,chr11,67352688,GSTP1,981238401,3,toxicity,PA446155:Precursor Cell Lymphoblastic Leukemia-Lymphoma,,,1
PA449014:cisplatin,1,PA166153179,rs1695,chr11,67352689,GSTP1,1448616395,2B,toxicity,PA444898:Medulloblastoma; PA445828:Testicular Neoplasms,,,1
PA450112:isoniazid;PA451250:rifampin,2,PA166159049,rs1695,chr11,67352689,GSTP1,1448101294,3,toxicity,PA166119041:drug-induced liver injury; PA445941:Tuberculosis,,,1
PA166152838:dimethyl fumarate,1,PA166153041,rs1695,chr11,67352689,GSTP1,1447982837,3,efficacy,PA445451:Psoriasis,,1,
PA449456:enalapril,1,PA166135758,rs1799722,chr14,96671139,BDKRB2,1444701004,3,efficacy,,,,1
PA449456:enalapril;PA452640:imidapril;PA450242:lisinopril,3,PA166136292,rs1799722,chr14,96671139,BDKRB2,1444701012,3,toxicity,PA443803:Cough; PA447288:Essential hypertension,asian,,
"PA164712308:Ace Inhibitors, Plain",1,PA166134162,rs1799722,chr14,96671138,BDKRB2,1000539644,3,toxicity,PA443803:Cough,asian,,
PA164713176:Platinum compounds,1,PA166136124,rs1799782,chr19,44057574,XRCC1,1444607766,3,efficacy,"PA443622:Carcinoma, Non-Small-Cell Lung",,1,
PA449014:cisplatin;PA449165:cyclophosphamide,2,PA166134351,rs1799735,chr1,110280253,GSTM3,982031646,3,toxicity,PA445204:Ovarian Neoplasms,white,,
PA450688:olanzapine,1,PA166136112,rs1799735,chr1,110280254,GSTM3,1444607432,3,pk,,white,,
PA450921:phenprocoumon,1,PA166152686,rs1799808,chr2,128175862,PROC,1447960416,3,dosage,,white,,
PA10004:adalimumab,1,PA166158957,rs1799852,chr3,133475722,TF,1448100240,4,efficacy,PA443815:Crohn Disease,white,,
PA451522:succinylcholine,1,PA166134027,rs1799807,chr3,165548529,BCHE,1444698445,3,toxicity,PA166122649:postanesthesia apnea,,1,
PA164713176:Platinum compounds,1,PA166135672,rs1799801,chr16,14041958,ERCC4,1444666613,3,efficacy,"PA443622:Carcinoma, Non-Small-Cell Lung",,1,
PA452229:antidepressants;PA449015:citalopram;PA449673:fluoxetine,3,PA166134357,rs1799889,chr7,100769710,SERPINE1,981419052,3,efficacy,"PA447321:Depressive Disorder, Major",asian,,
PA164784021:ethambutol;PA450112:isoniazid;PA451182:pyrazinamide;PA451250:rifampin,4,PA166152862,rs1799930,chr8,18400593,NAT2,1447964082,2A,toxicity; pk,PA445941:Tuberculosis,,,1
PA452233:antipsychotics;PA10026:aripiprazole;PA165282097:bromperidol;PA448964:chlorpromazine;PA449061:clozapine;PA151186253:nemonapride;PA450688:olanzapine;PA451257:risperidone,8,PA166134401,rs1799732,chr11,113475529,DRD2,1448099741,3,efficacy,PA447216:Schizophrenia,,,1
PA452233:antipsychotics,1,PA166158912,rs1799732,chr11,113475529,DRD2,1448099750,3,toxicity,PA447215:Psychotic Disorders,,,1
PA448687:bupropion,1,PA166152732,rs1799732,chr11,113475529,DRD2,1447960935,3,efficacy,PA445876:Tobacco Use Disorder,white,,
PA450626:nicotine,1,PA166152733,rs1799732,chr11,113475529,DRD2,1447960942,3,efficacy,PA445876:Tobacco Use Disorder,white,,
PA450213:levodopa,1,PA166161879,rs1799732,chr11,113346251,DRD2,1448525463,3,toxicity,PA445254:Parkinson Disease,,,
PA449014:cisplatin,1,PA166134576,rs1799793,chr19,45867259,ERCC2,1448568553,3,efficacy; toxicity,PA445062:Neoplasms,,,1
PA164713176:Platinum compounds,1,PA166136169,rs1799793,chr19,45867259,ERCC2,1448256862,3,toxicity,"PA443622:Carcinoma, Non-Small-Cell Lung",,1,
PA164712708:Drugs For Treatment Of Tuberculosis,1,PA166152745,rs1799929,chr8,18400484,NAT2,1447961033,3,toxicity,PA445941:Tuberculosis,,,1
PA452637:hormonal contraceptives for systemic use,1,PA166135698,rs1799963,chr11,46761055,F2,1444672771,3,toxicity,PA447054:Stroke; PA446969:Venous Thrombosis,,1,
PA164713366:Tumor necrosis factor alpha (TNF-alpha) inhibitors,1,PA166136296,rs1799964,chr6,31542308,TNF,1444702769,3,efficacy,"PA445724:Spondylitis, Ankylosing",asian,,
PA451494:stavudine,1,PA166159044,rs1799964,chr6,31542308,TNF,1448101243,3,toxicity,PA447230:HIV,asian,,
PA449383:docetaxel;PA451644:thalidomide,2,PA166134328,rs1799931,chr8,18258370,NAT2,981419036,3,toxicity,PA445425:Prostatic Neoplasms,,,1
PA164784021:ethambutol;PA450112:isoniazid;PA451182:pyrazinamide;PA451250:rifampin,4,PA166152863,rs1799931,chr8,18258370,NAT2,1447964089,3,toxicity,PA445941:Tuberculosis,,1,
PA451257:risperidone,1,PA166134383,rs1799978,chr11,113346350,DRD2,981204504,2A,efficacy,PA447216:Schizophrenia,asian,,
PA451257:risperidone,1,PA166134384,rs1799978,chr11,113346350,DRD2,981239362,3,toxicity,,white,,
PA450688:olanzapine;PA451257:risperidone,2,PA166135770,rs1799978,chr11,113346351,DRD2,1444703136,3,efficacy,PA447216:Schizophrenia,,,1
PA450401:methadone,1,PA166152946,rs1799978,chr11,113346351,DRD2,1447980682,3,dosage,PA444460:Heroin Dependence,asian,,
PA448497:aspirin;PA164712535:Beta Blocking Agents;PA449053:clopidogrel;PA133950441:hmg coa reductase inhibitors,4,PA166134678,rs1799983,chr7,150696111,NOS3,1446909015,3,toxicity,PA443796:Coronary Artery Disease,,1,
PA449165:cyclophosphamide;PA449412:doxorubicin;PA128406956:fluorouracil;PA450428:methotrexate,4,PA166134372,rs1799983,chr7,150696111,NOS3,981419063,3,efficacy,PA443560:Breast Neoplasms,,,1
"PA164712308:Ace Inhibitors, Plain;PA164712372:Angiotensin II Antagonists;PA164712535:Beta Blocking Agents;PA449319:digoxin;PA151249535:diuretics;PA451483:spironolactone",6,PA166135756,rs1799983,chr7,150696111,NOS3,1444700988,3,efficacy,PA444370:Heart Failure,,,1
PA449212:daunorubicin,1,PA166136360,rs1799983,chr7,150696111,NOS3,1445400878,3,efficacy,"PA444760:Leukemia, Myeloid, Acute",asian,,
PA166128370:salvianolic acid b,1,PA166135883,rs1799983,chr7,150696111,NOS3,1445400950,3,efficacy,PA443797:Coronary Disease,asian,,
PA130620651:anthracyclines and related substances;PA449165:cyclophosphamide;PA449412:doxorubicin;PA449476:epirubicin;PA128406956:fluorouracil;PA450428:methotrexate;PA131285527:oxaliplatin;PA164713176:Platinum compounds,8,PA166135917,rs1799983,chr7,150696111,NOS3,1445737079,3,efficacy,PA445062:Neoplasms; PA445204:Ovarian Neoplasms; PA445742:Stomach Neoplasms,,,1
PA7000:sorafenib,1,PA166152927,rs1799983,chr7,150696111,NOS3,1447979519,3,efficacy,"PA444447:Carcinoma, Hepatocellular",,1,
PA448765:candesartan,1,PA166135063,rs1799998,chr8,143999600,CYP11B2,1183630652,3,efficacy,PA444552:Hypertension,,1,
PA448561:benazepril;PA452640:imidapril,2,PA166135064,rs1799998,chr8,143999600,CYP11B2,1183630606,3,efficacy,PA447288:Essential hypertension,asian,,
PA449688:fluvastatin,1,PA166134856,rs1799752,chr17,61565889,ACE,1043880275,3,efficacy,PA443796:Coronary Artery Disease,,,1
PA451089:pravastatin,1,PA166134857,rs1799752,chr17,61565889,ACE,1043880263,4,efficacy,,,1,
PA448500:atorvastatin;PA451205:quinapril,2,PA166134858,rs1799752,chr17,61565889,ACE,1043880292,3,efficacy,PA443796:Coronary Artery Disease,,1,
PA448682:bumetanide;PA449719:furosemide;PA451733:torasemide,3,PA166135065,rs1799752,chr17,61565890,ACE,1183614618,3,efficacy,,white,,
PA452229:antidepressants;PA143485705:antiepileptics;PA164712535:Beta Blocking Agents;PA10407:calcium channel blockers,4,PA166135510,rs1799752,chr17,61565890,ACE,1184233188,3,other,PA447076:Headache Disorders; PA447004:Migraine with Aura; PA444949:Migraine without Aura,,1,
PA448561:benazepril;PA450877:perindopril,2,PA166135066,rs1799752,chr17,61565890,ACE,1183631291,3,efficacy,PA443886:Diabetes Mellitus,asian,,
PA450242:lisinopril,1,PA166135112,rs1799752,chr17,63488529,ACE,1445402431,3,efficacy,"PA443888:Diabetes Mellitus, Type 1; PA444370:Heart Failure",,1,
PA449899:hydrochlorothiazide,1,PA166134561,rs1799752,chr17,61565889,ACE,981204553,3,efficacy,PA447288:Essential hypertension,,,1
PA450084:irbesartan,1,PA166135697,rs1799752,chr17,61565890,ACE,1444668818,3,efficacy,"PA444552:Hypertension; PA446479:Hypertrophy, Left Ventricular",white,,
PA448031:acetylcholine,1,PA166134722,rs1799752,chr17,61565889,ACE,982034933,3,efficacy,,white,,
PA451406:nitroprusside,1,PA166134723,rs1799752,chr17,61565889,ACE,982034923,3,efficacy,,white,,
PA451483:spironolactone,1,PA166134730,rs1799752,chr17,61565889,ACE,982036352,3,efficacy,PA444370:Heart Failure,,1,
PA448780:captopril,1,PA166134777,rs1799752,chr17,61565890,ACE,1444667077,2A,efficacy,"PA443890:Diabetes Mellitus, Type 2; PA444370:Heart Failure; PA447178:Pulmonary Disease, Chronic Obstructive",,,1
PA449456:enalapril,1,PA166134778,rs1799752,chr17,61565890,ACE,1183615233,3,efficacy,"PA443425:Arteriosclerosis; PA443797:Coronary Disease; PA447288:Essential hypertension; PA447283:glomerular disease; PA444288:Glomerulonephritis, IGA; PA444682:Kidney Diseases",,,1
