Chemical_ID,Chemical_Name,PharmGKB_ID,RS_ID
PA450480,metoprolol,PA166134419,rs1801253
PA449381,dobutamine,PA166135056,rs1801253
PA162356187,muraglitazar,PA166134166,rs1801253
PA450480,metoprolol,PA166134254,rs1801253
PA133822447,catecholamines,PA166152687,rs1801253
PA164712308,"Ace Inhibitors, Plain",PA166152688,rs1801253
PA164712372,Angiotensin II Antagonists,PA166152688,rs1801253
PA164712535,Beta Blocking Agents,PA166152688,rs1801253
PA449319,digoxin,PA166152688,rs1801253
PA151249535,diuretics,PA166152688,rs1801253
PA451483,spironolactone,PA166152688,rs1801253
PA449014,cisplatin,PA166135516,rs1801280
PA449165,cyclophosphamide,PA166135516,rs1801280
PA448803,carboplatin,PA166134966,rs1801368
PA450761,paclitaxel,PA166134966,rs1801368
PA450084,irbesartan,PA166135055,rs1801701
PA450688,olanzapine,PA166152858,rs1801282
PA450243,lithium,PA166134714,rs1801260
PA128406956,fluorouracil,PA166134491,rs1801265
PA165983754,pitrakinra,PA166135054,rs1805010
PA448015,acetaminophen,PA166136476,rs1805034
PA448497,aspirin,PA166136476,rs1805034
PA449293,diclofenac,PA166136476,rs1805034
PA451140,propionic acid derivatives,PA166136476,rs1805034
PA164713217,Pyrazolones,PA166136476,rs1805034
PA164712789,Hepatitis vaccines,PA166136520,rs1805015
PA451522,succinylcholine,PA166135530,rs1803274
PA451262,rivastigmine,PA166153430,rs1803274
PA449072,cocaine,PA166158753,rs1803274
PA451257,risperidone,PA166152689,rs1805054
PA449692,folic acid,PA166134953,rs1801394
PA10505,"vitamin b-complex, plain",PA166134953,rs1801394
PA450428,methotrexate,PA166134504,rs1801394
PA448500,atorvastatin,PA166152808,rs1805094
PA164713366,Tumor necrosis factor alpha (TNF-alpha) inhibitors,PA166135715,rs1816702
PA451581,tamoxifen,PA166158997,rs1804645
PA448383,amiodarone,PA166159159,rs1805128
PA164712406,Antibiotics,PA166159159,rs1805128
PA452233,antipsychotics,PA166159159,rs1805128
PA151249535,diuretics,PA166159159,rs1805128
PA451209,quinidine,PA166159159,rs1805128
PA451457,sotalol,PA166159159,rs1805128
PA451578,tacrolimus,PA166163555,rs181781
PA451201,quetiapine,PA166135219,rs1806201
PA451257,risperidone,PA166135220,rs1806201
PA448771,capecitabine,PA166151937,rs183205964
PA128406956,fluorouracil,PA166151937,rs183205964
PA452620,tegafur,PA166151937,rs183205964
PA449748,gemcitabine,PA166152690,rs183484
PA449014,cisplatin,PA166135955,rs1872328
PA451257,risperidone,PA166151956,rs1875705
PA7000,sorafenib,PA166159864,rs1870377
PA7000,sorafenib,PA166160287,rs1870377
PA449383,docetaxel,PA166134327,rs1871450
PA451644,thalidomide,PA166134327,rs1871450
PA448561,benazepril,PA166135053,rs1805087
PA450428,methotrexate,PA166134581,rs1805087
PA449014,cisplatin,PA166134582,rs1805087
PA449165,cyclophosphamide,PA166134582,rs1805087
PA151917012,dactinomycin,PA166134582,rs1805087
PA449412,doxorubicin,PA166134582,rs1805087
PA450428,methotrexate,PA166134582,rs1805087
PA451879,vincristine,PA166134582,rs1805087
PA451999,interferons,PA166159157,rs187238
PA451241,ribavirin,PA166159157,rs187238
PA451906,warfarin,PA166135775,rs1877724
PA450688,olanzapine,PA166136341,rs1880676
PA448681,budesonide,PA166134449,rs1876828
PA10832,corticosteroids,PA166134449,rs1876828
PA449686,fluticasone propionate,PA166134449,rs1876828
PA165290926,fluticasone/salmeterol,PA166134449,rs1876828
PA451749,triamcinolone,PA166134449,rs1876828
PA449441,efavirenz,PA166151932,rs1884613
PA164712563,Bisphosphonates,PA166136293,rs1886629
PA449165,cyclophosphamide,PA166158874,rs1891059
PA449177,cytarabine,PA166158874,rs1891059
PA449212,daunorubicin,PA166158874,rs1891059
PA449247,dexamethasone,PA166158874,rs1891059
PA449412,doxorubicin,PA166158874,rs1891059
PA450428,methotrexate,PA166158874,rs1891059
PA164760860,pegaspargase,PA166158874,rs1891059
PA451100,prednisone,PA166158874,rs1891059
PA451663,thioguanine,PA166158874,rs1891059
PA451879,vincristine,PA166158874,rs1891059
PA449748,gemcitabine,PA166135776,rs1901440
PA450428,methotrexate,PA166135777,rs1901633
PA449383,docetaxel,PA166134326,rs1883322
PA451644,thalidomide,PA166134326,rs1883322
PA449688,fluvastatin,PA166134973,rs1922242
PA451578,tacrolimus,PA166135593,rs1927907
PA162372840,sunitinib,PA166135927,rs1933437
PA164712563,Bisphosphonates,PA166134135,rs1934951
PA450767,pamidronate,PA166134135,rs1934951
PA10235,zoledronate,PA166134135,rs1934951
PA450761,paclitaxel,PA166136382,rs1934951
PA449412,doxorubicin,PA166134299,rs1883112
PA450268,losartan,PA166135352,rs1934969
PA450947,phenytoin,PA166136379,rs1934969
PA449383,docetaxel,PA166134758,rs1937840
PA449412,doxorubicin,PA166134758,rs1937840
PA165950341,ivacaftor,PA166135489,rs193922525
PA448500,atorvastatin,PA166134273,rs1935349
PA133950441,hmg coa reductase inhibitors,PA166134273,rs1935349
PA451089,pravastatin,PA166134273,rs1935349
PA451363,simvastatin,PA166134273,rs1935349
PA450267,lorazepam,PA166134390,rs1902023
PA450731,oxazepam,PA166134390,rs1902023
PA164749136,desflurane,PA166136485,rs193922753
PA449461,enflurane,PA166136485,rs193922753
PA449845,halothane,PA166136485,rs193922753
PA450106,isoflurane,PA166136485,rs193922753
PA450434,methoxyflurane,PA166136485,rs193922753
PA451341,sevoflurane,PA166136485,rs193922753
PA451522,succinylcholine,PA166136485,rs193922753
PA164749136,desflurane,PA166135879,rs193922747
PA449461,enflurane,PA166135879,rs193922747
PA449845,halothane,PA166135879,rs193922747
PA450106,isoflurane,PA166135879,rs193922747
PA450434,methoxyflurane,PA166135879,rs193922747
PA451341,sevoflurane,PA166135879,rs193922747
PA451522,succinylcholine,PA166135879,rs193922747
PA164749136,desflurane,PA166135975,rs193922807
PA449461,enflurane,PA166135975,rs193922807
PA449845,halothane,PA166135975,rs193922807
PA450106,isoflurane,PA166135975,rs193922807
PA450434,methoxyflurane,PA166135975,rs193922807
PA451341,sevoflurane,PA166135975,rs193922807
PA451522,succinylcholine,PA166135975,rs193922807
PA164749136,desflurane,PA166151936,rs193922770
PA449461,enflurane,PA166151936,rs193922770
PA449845,halothane,PA166151936,rs193922770
PA450106,isoflurane,PA166151936,rs193922770
PA450434,methoxyflurane,PA166151936,rs193922770
PA451341,sevoflurane,PA166151936,rs193922770
PA451522,succinylcholine,PA166151936,rs193922770
PA164749136,desflurane,PA166135971,rs193922809
PA449461,enflurane,PA166135971,rs193922809
PA449845,halothane,PA166135971,rs193922809
PA450106,isoflurane,PA166135971,rs193922809
PA450434,methoxyflurane,PA166135971,rs193922809
PA451341,sevoflurane,PA166135971,rs193922809
PA451522,succinylcholine,PA166135971,rs193922809
PA164749136,desflurane,PA166136353,rs193922803
PA449461,enflurane,PA166136353,rs193922803
PA449845,halothane,PA166136353,rs193922803
PA450106,isoflurane,PA166136353,rs193922803
PA450434,methoxyflurane,PA166136353,rs193922803
PA451341,sevoflurane,PA166136353,rs193922803
PA451522,succinylcholine,PA166136353,rs193922803
PA164749136,desflurane,PA166136356,rs193922802
PA449461,enflurane,PA166136356,rs193922802
PA449845,halothane,PA166136356,rs193922802
PA450106,isoflurane,PA166136356,rs193922802
PA450434,methoxyflurane,PA166136356,rs193922802
PA451341,sevoflurane,PA166136356,rs193922802
PA451522,succinylcholine,PA166136356,rs193922802
PA164749136,desflurane,PA166136355,rs193922772
PA449461,enflurane,PA166136355,rs193922772
PA449845,halothane,PA166136355,rs193922772
PA450106,isoflurane,PA166136355,rs193922772
PA450434,methoxyflurane,PA166136355,rs193922772
PA451341,sevoflurane,PA166136355,rs193922772
PA451522,succinylcholine,PA166136355,rs193922772
PA164749136,desflurane,PA166136351,rs193922876
PA449461,enflurane,PA166136351,rs193922876
PA449845,halothane,PA166136351,rs193922876
PA450106,isoflurane,PA166136351,rs193922876
PA450434,methoxyflurane,PA166136351,rs193922876
PA451341,sevoflurane,PA166136351,rs193922876
PA451522,succinylcholine,PA166136351,rs193922876
PA448771,capecitabine,PA166134571,rs1801133
PA128406956,fluorouracil,PA166134571,rs1801133
PA452233,antipsychotics,PA166134341,rs1801133
PA450645,nitrous oxide,PA166134393,rs1801133
PA450428,methotrexate,PA166134429,rs1801133
PA449692,folic acid,PA166134972,rs1801133
PA10505,"vitamin b-complex, plain",PA166134972,rs1801133
PA451089,pravastatin,PA166134984,rs1801133
PA449376,disulfiram,PA166135057,rs1801133
PA448561,benazepril,PA166135111,rs1801133
PA449165,cyclophosphamide,PA166134572,rs1801133
PA450379,mercaptopurine,PA166134574,rs1801133
PA449014,cisplatin,PA166134575,rs1801133
PA448803,carboplatin,PA166134577,rs1801133
PA10810,pemetrexed,PA166135681,rs1801133
PA450428,methotrexate,PA166134454,rs1801133
PA450428,methotrexate,PA166134256,rs1801133
PA128406956,fluorouracil,PA166136496,rs1801133
PA450198,leucovorin,PA166136496,rs1801133
PA131285527,oxaliplatin,PA166136496,rs1801133
PA451578,tacrolimus,PA166136198,rs1946518
PA451999,interferons,PA166159158,rs1946518
PA451241,ribavirin,PA166159158,rs1946518
PA164749136,desflurane,PA166136357,rs193922816
PA449461,enflurane,PA166136357,rs193922816
PA449845,halothane,PA166136357,rs193922816
PA450106,isoflurane,PA166136357,rs193922816
PA450434,methoxyflurane,PA166136357,rs193922816
PA451341,sevoflurane,PA166136357,rs193922816
PA451522,succinylcholine,PA166136357,rs193922816
PA450401,methadone,PA166134703,rs1948308
PA450464,methylphenidate,PA166152876,rs1947275
PA164749136,desflurane,PA166135974,rs193922878
PA449461,enflurane,PA166135974,rs193922878
PA449845,halothane,PA166135974,rs193922878
PA450106,isoflurane,PA166135974,rs193922878
PA450434,methoxyflurane,PA166135974,rs193922878
PA451341,sevoflurane,PA166135974,rs193922878
PA451522,succinylcholine,PA166135974,rs193922878
PA448687,bupropion,PA166135052,rs1969624
PA452229,antidepressants,PA166134665,rs1992647
PA164713257,Selective serotonin reuptake inhibitors,PA166134665,rs1992647
PA451866,venlafaxine,PA166134665,rs1992647
PA166131581,dalcetrapib,PA166136001,rs1967309
PA164749136,desflurane,PA166135973,rs193922818
PA449461,enflurane,PA166135973,rs193922818
PA449845,halothane,PA166135973,rs193922818
PA450106,isoflurane,PA166135973,rs193922818
PA450434,methoxyflurane,PA166135973,rs193922818
PA451341,sevoflurane,PA166135973,rs193922818
PA451522,succinylcholine,PA166135973,rs193922818
PA448492,asparaginase,PA166153070,rs199695765
PA449027,cladribine,PA166153039,rs201045130
PA128406956,fluorouracil,PA166153039,rs201045130
PA449748,gemcitabine,PA166153039,rs201045130
PA452619,heroin,PA166135537,rs1990040
PA451363,simvastatin,PA166135641,rs2003569
PA448388,amlodipine,PA166153063,rs200148
PA448970,chlorthalidone,PA166153063,rs200148
PA450242,lisinopril,PA166153063,rs200148
PA128406956,fluorouracil,PA166134757,rs2010851
PA130232992,bevacizumab,PA166134903,rs1979277
PA128406956,fluorouracil,PA166134903,rs1979277
PA450085,irinotecan,PA166134903,rs1979277
PA450198,leucovorin,PA166134903,rs1979277
PA450428,methotrexate,PA166134600,rs1979277
PA450428,methotrexate,PA166134601,rs1979277
PA448499,atenolol,PA166136002,rs201279313
PA449899,hydrochlorothiazide,PA166136002,rs201279313
PA450480,metoprolol,PA166136002,rs201279313
PA164712308,"Ace Inhibitors, Plain",PA166134406,rs2016848
PA449165,cyclophosphamide,PA166135414,rs2010963
PA130232992,bevacizumab,PA166136135,rs2010963
PA164771236,pegaptanib,PA166136135,rs2010963
PA164746012,ranibizumab,PA166136135,rs2010963
PA7000,sorafenib,PA166152924,rs2010963
PA448771,capecitabine,PA166159249,rs2010963
PA131285527,oxaliplatin,PA166159249,rs2010963
PA7000,sorafenib,PA166136000,rs2010963
PA449383,docetaxel,PA166134325,rs2016520
PA451644,thalidomide,PA166134325,rs2016520
PA452229,antidepressants,PA166134656,rs1954787
PA450164,lamotrigine,PA166136054,rs2011425
PA451581,tamoxifen,PA166159472,rs2011425
PA450403,methamphetamine,PA166152842,rs2036657
PA130620651,anthracyclines and related substances,PA166159420,rs2019604
PA448385,amitriptyline,PA166134049,rs2032583
PA452229,antidepressants,PA166134049,rs2032583
PA449015,citalopram,PA166134049,rs2032583
PA449690,fluvoxamine,PA166134049,rs2032583
PA450801,paroxetine,PA166134049,rs2032583
PA451333,sertraline,PA166134049,rs2032583
PA451866,venlafaxine,PA166134049,rs2032583
PA450616,nevirapine,PA166136212,rs2054675
PA164712708,Drugs For Treatment Of Tuberculosis,PA166152867,rs2031920
PA451268,rofecoxib,PA166134148,rs20417
PA449957,ibuprofen,PA166134420,rs20417
PA448497,aspirin,PA166134542,rs20417
PA450626,nicotine,PA166152776,rs2056527
PA164713366,Tumor necrosis factor alpha (TNF-alpha) inhibitors,PA166136216,rs20575
PA449412,doxorubicin,PA166134311,rs20572
PA165291922,doxorubicinol,PA166134311,rs20572
PA10344,acamprosate,PA166136064,rs2058878
PA451578,tacrolimus,PA166135122,rs2066844
PA452233,antipsychotics,PA166135265,rs2061051
PA451257,risperidone,PA166151959,rs2069062
PA451446,somatropin recombinant,PA166134766,rs2069502
PA449053,clopidogrel,PA166134482,rs2046934
PA449053,clopidogrel,PA166159665,rs2046934
PA10074,escitalopram,PA166135199,rs2069521
PA10074,escitalopram,PA166135200,rs2069526
PA164746012,ranibizumab,PA166153064,rs2070296
PA449014,cisplatin,PA166134928,rs2070676
PA449165,cyclophosphamide,PA166134928,rs2070676
PA449177,cytarabine,PA166135318,rs2070673
PA449655,fludarabine,PA166135318,rs2070673
PA164749431,gemtuzumab ozogamicin,PA166135318,rs2070673
PA449961,idarubicin,PA166135318,rs2070673
PA452233,antipsychotics,PA166134484,rs2069514
PA164712445,Antihypertensives,PA166134465,rs2070744
PA164712446,Antihypertensives And Diuretics In Combination,PA166134465,rs2070744
PA151249535,diuretics,PA166134465,rs2070744
PA449165,cyclophosphamide,PA166134373,rs2070744
PA449412,doxorubicin,PA166134373,rs2070744
PA128406956,fluorouracil,PA166134373,rs2070744
PA450428,methotrexate,PA166134373,rs2070744
PA164712446,Antihypertensives And Diuretics In Combination,PA166134282,rs2070744
PA451346,sildenafil,PA166136294,rs2070744
PA449456,enalapril,PA166152692,rs2070744
PA7000,sorafenib,PA166152926,rs2070744
PA164712362,Analgesics,PA166134332,rs2070995
PA450401,methadone,PA166159201,rs2070995
PA448785,carbamazepine,PA166135780,rs2071197
PA450164,lamotrigine,PA166158986,rs2071197
PA10004,adalimumab,PA166158955,rs2071303
PA451846,valproic acid,PA166134458,rs2070959
PA450085,irinotecan,PA166136217,rs2070959
PA450243,lithium,PA166134711,rs2071427
PA450626,nicotine,PA166159041,rs2072658
PA7000,sorafenib,PA166159814,rs2071559
PA448497,aspirin,PA166136263,rs2071888
PA450626,nicotine,PA166159037,rs2072660
PA448432,anastrozole,PA166135925,rs2073618
PA450196,letrozole,PA166135925,rs2073618
PA448500,atorvastatin,PA166134140,rs20455
PA451089,pravastatin,PA166134140,rs20455
PA451089,pravastatin,PA166134977,rs20455
PA448500,atorvastatin,PA166134978,rs20455
PA449014,cisplatin,PA166134079,rs2075252
PA450616,nevirapine,PA166152722,rs2073724
PA450401,methadone,PA166151950,rs2075572
PA448497,aspirin,PA166135781,rs2075797
PA450626,nicotine,PA166159038,rs2072661
PA450403,methamphetamine,PA166134188,rs2076369
PA450395,metformin,PA166136408,rs2076828
PA130620651,anthracyclines and related substances,PA166159421,rs2108623
PA448780,captopril,PA166135051,rs2106809
PA452229,antidepressants,PA166158950,rs2112460
PA449177,cytarabine,PA166134374,rs2072671
PA449748,gemcitabine,PA166134459,rs2072671
PA448771,capecitabine,PA166163764,rs2072671
PA450401,methadone,PA166134700,rs2120266
PA450546,montelukast,PA166134191,rs2115819
PA450163,lamivudine,PA166136219,rs212091
PA450264,lopinavir,PA166136219,rs212091
PA451260,ritonavir,PA166136219,rs212091
PA451954,zidovudine,PA166136219,rs212091
PA450616,nevirapine,PA166152715,rs2125739
PA448499,atenolol,PA166135596,rs2144300
PA448499,atenolol,PA166136059,rs2144297
PA448687,bupropion,PA166134905,rs2168631
PA450626,nicotine,PA166134905,rs2168631
PA452619,heroin,PA166135540,rs2189814
PA451906,warfarin,PA166136304,rs2189784
PA134308647,rosuvastatin,PA166151862,rs2199939
PA450801,paroxetine,PA166136305,rs2216711
PA449726,galantamine,PA166136008,rs2177370
PA449394,donepezil,PA166136007,rs2177370
PA451262,rivastigmine,PA166136505,rs2177370
PA449383,docetaxel,PA166134324,rs2227291
PA451644,thalidomide,PA166134324,rs2227291
PA449383,docetaxel,PA166135050,rs2227310
PA449748,gemcitabine,PA166135050,rs2227310
PA450761,paclitaxel,PA166135050,rs2227310
PA164713176,Platinum compounds,PA166135050,rs2227310
PA451881,vinorelbine,PA166135050,rs2227310
PA164712331,Alkylating Agents,PA166134889,rs2207396
PA449014,cisplatin,PA166134889,rs2207396
PA452229,antidepressants,PA166134358,rs2227631
PA449015,citalopram,PA166134358,rs2227631
PA449673,fluoxetine,PA166134358,rs2227631
PA448785,carbamazepine,PA166134038,rs2227956
PA153561371,egfr inhibitors,PA166134460,rs2227983
PA10040,cetuximab,PA166162516,rs2227983
PA450566,mycophenolate mofetil,PA166159031,rs2228075
PA130232992,bevacizumab,PA166161521,rs2228014
PA448015,acetaminophen,PA166136477,rs2228246
PA448497,aspirin,PA166136477,rs2228246
PA449293,diclofenac,PA166136477,rs2228246
PA451140,propionic acid derivatives,PA166136477,rs2228246
PA164713217,Pyrazolones,PA166136477,rs2228246
PA448497,aspirin,PA166134788,rs2228079
PA449014,cisplatin,PA166158864,rs2228171
PA449233,desipramine,PA166134827,rs2228478
PA449233,desipramine,PA166134826,rs2228479
PA449014,cisplatin,PA166134347,rs2228001
PA164784024,peginterferon alfa-2b,PA166159175,rs2228570
PA451241,ribavirin,PA166159175,rs2228570
PA448561,benazepril,PA166135135,rs2229437
PA450626,nicotine,PA166159042,rs2229959
PA164712445,Antihypertensives,PA166135704,rs2230345
PA164712535,Beta Blocking Agents,PA166135704,rs2230345
PA164712535,Beta Blocking Agents,PA166134451,rs2230345
PA451089,pravastatin,PA166134995,rs2230806
PA449594,fenofibrate,PA166135049,rs2230806
PA130620651,anthracyclines and related substances,PA166136409,rs2229774
PA449594,fenofibrate,PA166135048,rs2230808
PA450428,methotrexate,PA166136525,rs2231135
PA450085,irinotecan,PA166135047,rs2231137
PA162372878,dasatinib,PA166135738,rs2231137
PA10804,imatinib,PA166135738,rs2231137
PA165958345,nilotinib,PA166135738,rs2231137
PA130620651,anthracyclines and related substances,PA166135420,rs2232228
PA146096021,bisantrene,PA166134091,rs2229109
PA132595336,calcein,PA166134092,rs2229109
PA146096022,forskolin,PA166134093,rs2229109
PA451093,prazosin,PA166134094,rs2229109
PA451868,verapamil,PA166134095,rs2229109
PA451877,vinblastine,PA166134096,rs2229109
PA450761,paclitaxel,PA166134097,rs2229109
PA449412,doxorubicin,PA166136391,rs2229109
PA450428,methotrexate,PA166136391,rs2229109
PA451096,prednisolone,PA166136391,rs2229109
PA451879,vincristine,PA166136391,rs2229109
PA10227,valganciclovir,PA166159690,rs2229109
PA448645,bleomycin,PA166136512,rs2229109
PA449165,cyclophosphamide,PA166136512,rs2229109
PA449412,doxorubicin,PA166136512,rs2229109
PA451100,prednisone,PA166136512,rs2229109
PA451261,rituximab,PA166136512,rs2229109
PA451879,vincristine,PA166136512,rs2229109
PA10232,vindesine,PA166136512,rs2229109
PA448432,anastrozole,PA166135551,rs2234693
PA450196,letrozole,PA166135551,rs2234693
PA450403,methamphetamine,PA166159198,rs2234693
